Local time,Open,High,Low,Close,Volume
31.03.2025 00:49:00.000 GMT+0200,1.08217,1.08218,1.08217,1.08218,5.4
31.03.2025 00:50:00.000 GMT+0200,1.08216,1.08217,1.08210,1.08211,32.4
31.03.2025 00:51:00.000 GMT+0200,1.08210,1.08212,1.08207,1.08210,78.3
31.03.2025 00:52:00.000 GMT+0200,1.08209,1.08211,1.08209,1.08210,40.5
31.03.2025 00:53:00.000 GMT+0200,1.08213,1.08220,1.08210,1.08220,49.5
31.03.2025 00:54:00.000 GMT+0200,1.08219,1.08221,1.08202,1.08202,48.15
31.03.2025 00:55:00.000 GMT+0200,1.08201,1.08201,1.08198,1.08198,42.75
31.03.2025 00:56:00.000 GMT+0200,1.08202,1.08211,1.08202,1.08203,45
31.03.2025 00:57:00.000 GMT+0200,1.08202,1.08209,1.08202,1.08206,46.8
31.03.2025 00:58:00.000 GMT+0200,1.08206,1.08206,1.08203,1.08205,112.94
31.03.2025 00:59:00.000 GMT+0200,1.08205,1.08208,1.08203,1.08205,45.43
31.03.2025 01:00:00.000 GMT+0200,1.08206,1.08229,1.08205,1.08228,97.65
31.03.2025 01:01:00.000 GMT+0200,1.08228,1.08235,1.08221,1.08223,265.5
31.03.2025 01:02:00.000 GMT+0200,1.08222,1.08226,1.08218,1.08223,135
31.03.2025 01:03:00.000 GMT+0200,1.08222,1.08243,1.08222,1.08240,144.9
31.03.2025 01:04:00.000 GMT+0200,1.08240,1.08250,1.08234,1.08249,206.05
31.03.2025 01:05:00.000 GMT+0200,1.08250,1.08276,1.08248,1.08276,184.5
31.03.2025 01:06:00.000 GMT+0200,1.08274,1.08277,1.08256,1.08277,125.32
31.03.2025 01:07:00.000 GMT+0200,1.08277,1.08277,1.08267,1.08270,71.55
31.03.2025 01:08:00.000 GMT+0200,1.08269,1.08290,1.08267,1.08288,202.9
31.03.2025 01:09:00.000 GMT+0200,1.08287,1.08288,1.08280,1.08280,24.3
31.03.2025 01:10:00.000 GMT+0200,1.08280,1.08280,1.08254,1.08272,139.05
31.03.2025 01:11:00.000 GMT+0200,1.08274,1.08274,1.08236,1.08240,152.95
31.03.2025 01:12:00.000 GMT+0200,1.08239,1.08239,1.08218,1.08221,59.96
31.03.2025 01:13:00.000 GMT+0200,1.08222,1.08223,1.08217,1.08217,82.76
31.03.2025 01:14:00.000 GMT+0200,1.08218,1.08219,1.08213,1.08215,68.73
31.03.2025 01:15:00.000 GMT+0200,1.08218,1.08220,1.08199,1.08209,130.5
31.03.2025 01:16:00.000 GMT+0200,1.08212,1.08212,1.08209,1.08211,17.73
31.03.2025 01:17:00.000 GMT+0200,1.08212,1.08212,1.08197,1.08199,45.04
31.03.2025 01:18:00.000 GMT+0200,1.08197,1.08198,1.08194,1.08195,30.15
31.03.2025 01:19:00.000 GMT+0200,1.08195,1.08196,1.08194,1.08196,18.9
31.03.2025 01:20:00.000 GMT+0200,1.08201,1.08202,1.08194,1.08196,28.8
31.03.2025 01:21:00.000 GMT+0200,1.08193,1.08196,1.08173,1.08175,128.7
31.03.2025 01:22:00.000 GMT+0200,1.08178,1.08188,1.08176,1.08178,94.42
31.03.2025 01:23:00.000 GMT+0200,1.08178,1.08180,1.08173,1.08179,49.68
31.03.2025 01:24:00.000 GMT+0200,1.08179,1.08184,1.08169,1.08177,90.66
31.03.2025 01:25:00.000 GMT+0200,1.08177,1.08178,1.08161,1.08170,122.46
31.03.2025 01:26:00.000 GMT+0200,1.08169,1.08169,1.08152,1.08163,51.48
31.03.2025 01:27:00.000 GMT+0200,1.08166,1.08181,1.08166,1.08177,86.32
31.03.2025 01:28:00.000 GMT+0200,1.08178,1.08179,1.08175,1.08178,26.1
31.03.2025 01:29:00.000 GMT+0200,1.08177,1.08178,1.08106,1.08118,308.62
31.03.2025 01:30:00.000 GMT+0200,1.08117,1.08172,1.08116,1.08161,214.77
31.03.2025 01:31:00.000 GMT+0200,1.08160,1.08174,1.08139,1.08174,138.36
31.03.2025 01:32:00.000 GMT+0200,1.08173,1.08192,1.08171,1.08191,23.73
31.03.2025 01:33:00.000 GMT+0200,1.08191,1.08192,1.08165,1.08165,84.73
31.03.2025 01:34:00.000 GMT+0200,1.08168,1.08192,1.08167,1.08183,27.87
31.03.2025 01:35:00.000 GMT+0200,1.08186,1.08190,1.08168,1.08180,24.69
31.03.2025 01:36:00.000 GMT+0200,1.08180,1.08181,1.08143,1.08150,98.76
31.03.2025 01:37:00.000 GMT+0200,1.08148,1.08183,1.08148,1.08182,43.26
31.03.2025 01:38:00.000 GMT+0200,1.08180,1.08180,1.08155,1.08164,127.14
31.03.2025 01:39:00.000 GMT+0200,1.08166,1.08184,1.08166,1.08178,80.25
31.03.2025 01:40:00.000 GMT+0200,1.08178,1.08199,1.08177,1.08194,161.13
31.03.2025 01:41:00.000 GMT+0200,1.08196,1.08198,1.08190,1.08190,80.37
31.03.2025 01:42:00.000 GMT+0200,1.08189,1.08217,1.08189,1.08209,78.69
31.03.2025 01:43:00.000 GMT+0200,1.08208,1.08224,1.08208,1.08224,102.36
31.03.2025 01:44:00.000 GMT+0200,1.08224,1.08234,1.08217,1.08224,107.71
31.03.2025 01:45:00.000 GMT+0200,1.08222,1.08226,1.08216,1.08218,84.96
31.03.2025 01:46:00.000 GMT+0200,1.08216,1.08223,1.08207,1.08223,94.35
31.03.2025 01:47:00.000 GMT+0200,1.08225,1.08248,1.08225,1.08247,48.18
31.03.2025 01:48:00.000 GMT+0200,1.08250,1.08250,1.08236,1.08238,55.68
31.03.2025 01:49:00.000 GMT+0200,1.08238,1.08241,1.08232,1.08234,45
31.03.2025 01:50:00.000 GMT+0200,1.08234,1.08239,1.08227,1.08232,65.7
31.03.2025 01:51:00.000 GMT+0200,1.08232,1.08239,1.08230,1.08238,20.7
31.03.2025 01:52:00.000 GMT+0200,1.08238,1.08244,1.08238,1.08243,63.99
31.03.2025 01:53:00.000 GMT+0200,1.08244,1.08247,1.08239,1.08242,63
31.03.2025 01:54:00.000 GMT+0200,1.08242,1.08243,1.08232,1.08233,127.8
31.03.2025 01:55:00.000 GMT+0200,1.08231,1.08233,1.08224,1.08224,63.12
31.03.2025 01:56:00.000 GMT+0200,1.08226,1.08236,1.08226,1.08233,15.51
31.03.2025 01:57:00.000 GMT+0200,1.08233,1.08233,1.08223,1.08224,129.6
31.03.2025 01:58:00.000 GMT+0200,1.08225,1.08237,1.08225,1.08236,89.64
31.03.2025 01:59:00.000 GMT+0200,1.08237,1.08237,1.08228,1.08234,70.2
31.03.2025 02:00:00.000 GMT+0200,1.08235,1.08249,1.08232,1.08249,257.04
31.03.2025 02:01:00.000 GMT+0200,1.08247,1.08260,1.08246,1.08256,159.33
31.03.2025 02:02:00.000 GMT+0200,1.08255,1.08259,1.08234,1.08235,109.92
31.03.2025 02:03:00.000 GMT+0200,1.08236,1.08243,1.08230,1.08241,36.54
31.03.2025 02:04:00.000 GMT+0200,1.08241,1.08252,1.08240,1.08249,42.24
31.03.2025 02:05:00.000 GMT+0200,1.08247,1.08255,1.08244,1.08249,61.2
31.03.2025 02:06:00.000 GMT+0200,1.08253,1.08259,1.08248,1.08259,82.89
31.03.2025 02:07:00.000 GMT+0200,1.08258,1.08268,1.08257,1.08258,108.63
31.03.2025 02:08:00.000 GMT+0200,1.08259,1.08274,1.08259,1.08272,103.68
31.03.2025 02:09:00.000 GMT+0200,1.08272,1.08280,1.08272,1.08277,59.94
31.03.2025 02:10:00.000 GMT+0200,1.08278,1.08299,1.08278,1.08299,58.05
31.03.2025 02:11:00.000 GMT+0200,1.08298,1.08299,1.08282,1.08285,99
31.03.2025 02:12:00.000 GMT+0200,1.08284,1.08287,1.08279,1.08283,74.88
31.03.2025 02:13:00.000 GMT+0200,1.08284,1.08286,1.08269,1.08284,87.75
31.03.2025 02:14:00.000 GMT+0200,1.08283,1.08296,1.08282,1.08293,29.73
31.03.2025 02:15:00.000 GMT+0200,1.08292,1.08292,1.08278,1.08284,219.96
31.03.2025 02:16:00.000 GMT+0200,1.08288,1.08302,1.08283,1.08299,221.91
31.03.2025 02:17:00.000 GMT+0200,1.08299,1.08313,1.08298,1.08300,125.43
31.03.2025 02:18:00.000 GMT+0200,1.08300,1.08314,1.08298,1.08306,127.65
31.03.2025 02:19:00.000 GMT+0200,1.08305,1.08310,1.08302,1.08305,48.6
31.03.2025 02:20:00.000 GMT+0200,1.08303,1.08310,1.08298,1.08300,44.7
31.03.2025 02:21:00.000 GMT+0200,1.08303,1.08330,1.08303,1.08328,65.82
31.03.2025 02:22:00.000 GMT+0200,1.08330,1.08341,1.08329,1.08333,89.76
31.03.2025 02:23:00.000 GMT+0200,1.08335,1.08341,1.08324,1.08325,126.6
31.03.2025 02:24:00.000 GMT+0200,1.08325,1.08326,1.08300,1.08300,115.29
31.03.2025 02:25:00.000 GMT+0200,1.08301,1.08309,1.08294,1.08309,41.4
31.03.2025 02:26:00.000 GMT+0200,1.08309,1.08315,1.08309,1.08310,60.57
31.03.2025 02:27:00.000 GMT+0200,1.08309,1.08313,1.08298,1.08298,36.9
31.03.2025 02:28:00.000 GMT+0200,1.08300,1.08300,1.08288,1.08300,76.5
31.03.2025 02:29:00.000 GMT+0200,1.08299,1.08319,1.08299,1.08318,117
31.03.2025 02:30:00.000 GMT+0200,1.08319,1.08324,1.08313,1.08320,114.66
31.03.2025 02:31:00.000 GMT+0200,1.08322,1.08327,1.08317,1.08325,78.39
31.03.2025 02:32:00.000 GMT+0200,1.08325,1.08344,1.08325,1.08344,57.27
31.03.2025 02:33:00.000 GMT+0200,1.08345,1.08349,1.08344,1.08347,30.6
31.03.2025 02:34:00.000 GMT+0200,1.08347,1.08349,1.08345,1.08345,33.75
31.03.2025 02:35:00.000 GMT+0200,1.08348,1.08354,1.08344,1.08349,76.35
31.03.2025 02:36:00.000 GMT+0200,1.08349,1.08365,1.08343,1.08361,117.18
31.03.2025 02:37:00.000 GMT+0200,1.08362,1.08363,1.08356,1.08357,57.69
31.03.2025 02:38:00.000 GMT+0200,1.08356,1.08379,1.08354,1.08371,70.38
31.03.2025 02:39:00.000 GMT+0200,1.08368,1.08368,1.08351,1.08356,87.24
31.03.2025 02:40:00.000 GMT+0200,1.08355,1.08358,1.08345,1.08345,93.6
31.03.2025 02:41:00.000 GMT+0200,1.08346,1.08360,1.08345,1.08350,84.6
31.03.2025 02:42:00.000 GMT+0200,1.08351,1.08366,1.08348,1.08366,140.13
31.03.2025 02:43:00.000 GMT+0200,1.08368,1.08390,1.08368,1.08388,68.52
31.03.2025 02:44:00.000 GMT+0200,1.08390,1.08391,1.08384,1.08384,96.75
31.03.2025 02:45:00.000 GMT+0200,1.08384,1.08391,1.08369,1.08385,50.13
31.03.2025 02:46:00.000 GMT+0200,1.08380,1.08384,1.08376,1.08376,44.64
31.03.2025 02:47:00.000 GMT+0200,1.08374,1.08377,1.08365,1.08365,46.11
31.03.2025 02:48:00.000 GMT+0200,1.08364,1.08377,1.08362,1.08364,54.9
31.03.2025 02:49:00.000 GMT+0200,1.08363,1.08382,1.08363,1.08380,55.35
31.03.2025 02:50:00.000 GMT+0200,1.08380,1.08401,1.08376,1.08401,37.92
31.03.2025 02:51:00.000 GMT+0200,1.08400,1.08403,1.08395,1.08402,45.18
31.03.2025 02:52:00.000 GMT+0200,1.08401,1.08403,1.08378,1.08388,121.95
31.03.2025 02:53:00.000 GMT+0200,1.08388,1.08400,1.08384,1.08390,119.8
31.03.2025 02:54:00.000 GMT+0200,1.08390,1.08405,1.08375,1.08404,301.53
31.03.2025 02:55:00.000 GMT+0200,1.08384,1.08400,1.08369,1.08370,168.72
31.03.2025 02:56:00.000 GMT+0200,1.08368,1.08377,1.08366,1.08370,64.98
31.03.2025 02:57:00.000 GMT+0200,1.08368,1.08392,1.08368,1.08386,87.48
31.03.2025 02:58:00.000 GMT+0200,1.08387,1.08394,1.08384,1.08387,66.09
31.03.2025 02:59:00.000 GMT+0200,1.08386,1.08415,1.08385,1.08415,149.04
31.03.2025 03:00:00.000 GMT+0200,1.08415,1.08420,1.08412,1.08416,156.15
31.03.2025 03:01:00.000 GMT+0200,1.08417,1.08425,1.08415,1.08418,119.13
31.03.2025 03:02:00.000 GMT+0200,1.08418,1.08433,1.08410,1.08412,105.75
31.03.2025 03:03:00.000 GMT+0200,1.08413,1.08425,1.08411,1.08425,56.7
31.03.2025 03:04:00.000 GMT+0200,1.08425,1.08438,1.08425,1.08431,100.8
31.03.2025 03:05:00.000 GMT+0200,1.08429,1.08433,1.08424,1.08431,48.6
31.03.2025 03:06:00.000 GMT+0200,1.08432,1.08436,1.08427,1.08432,88.2
31.03.2025 03:07:00.000 GMT+0200,1.08430,1.08441,1.08430,1.08436,47.25
31.03.2025 03:08:00.000 GMT+0200,1.08436,1.08437,1.08425,1.08426,95.49
31.03.2025 03:09:00.000 GMT+0200,1.08426,1.08429,1.08414,1.08419,132.3
31.03.2025 03:10:00.000 GMT+0200,1.08419,1.08443,1.08416,1.08442,85.35
31.03.2025 03:11:00.000 GMT+0200,1.08441,1.08448,1.08435,1.08443,45.96
31.03.2025 03:12:00.000 GMT+0200,1.08442,1.08443,1.08417,1.08418,277.29
31.03.2025 03:13:00.000 GMT+0200,1.08418,1.08423,1.08417,1.08423,103.95
31.03.2025 03:14:00.000 GMT+0200,1.08424,1.08425,1.08419,1.08424,94.95
31.03.2025 03:15:00.000 GMT+0200,1.08421,1.08422,1.08399,1.08414,200.88
31.03.2025 03:16:00.000 GMT+0200,1.08415,1.08420,1.08413,1.08418,69.9
31.03.2025 03:17:00.000 GMT+0200,1.08418,1.08422,1.08418,1.08420,155.85
31.03.2025 03:18:00.000 GMT+0200,1.08418,1.08418,1.08408,1.08415,122.76
31.03.2025 03:19:00.000 GMT+0200,1.08416,1.08417,1.08412,1.08413,108
31.03.2025 03:20:00.000 GMT+0200,1.08412,1.08423,1.08407,1.08414,87.21
31.03.2025 03:21:00.000 GMT+0200,1.08414,1.08418,1.08413,1.08413,143.76
31.03.2025 03:22:00.000 GMT+0200,1.08414,1.08423,1.08410,1.08423,57.51
31.03.2025 03:23:00.000 GMT+0200,1.08425,1.08436,1.08425,1.08430,136.38
31.03.2025 03:24:00.000 GMT+0200,1.08430,1.08430,1.08421,1.08425,116.82
31.03.2025 03:25:00.000 GMT+0200,1.08425,1.08446,1.08423,1.08444,113.53
31.03.2025 03:26:00.000 GMT+0200,1.08444,1.08445,1.08429,1.08433,99.9
31.03.2025 03:27:00.000 GMT+0200,1.08433,1.08443,1.08433,1.08441,35.1
31.03.2025 03:28:00.000 GMT+0200,1.08440,1.08443,1.08436,1.08436,32.4
31.03.2025 03:29:00.000 GMT+0200,1.08436,1.08448,1.08436,1.08444,70.2
31.03.2025 03:30:00.000 GMT+0200,1.08443,1.08454,1.08430,1.08450,152.55
31.03.2025 03:31:00.000 GMT+0200,1.08450,1.08450,1.08434,1.08434,102.6
31.03.2025 03:32:00.000 GMT+0200,1.08433,1.08445,1.08433,1.08440,50.4
31.03.2025 03:33:00.000 GMT+0200,1.08440,1.08440,1.08433,1.08437,156.69
31.03.2025 03:34:00.000 GMT+0200,1.08437,1.08447,1.08434,1.08447,53.19
31.03.2025 03:35:00.000 GMT+0200,1.08446,1.08446,1.08430,1.08435,46.8
31.03.2025 03:36:00.000 GMT+0200,1.08434,1.08437,1.08429,1.08437,53.64
31.03.2025 03:37:00.000 GMT+0200,1.08435,1.08445,1.08433,1.08437,65.7
31.03.2025 03:38:00.000 GMT+0200,1.08436,1.08439,1.08431,1.08433,42.81
31.03.2025 03:39:00.000 GMT+0200,1.08434,1.08445,1.08432,1.08439,42.09
31.03.2025 03:40:00.000 GMT+0200,1.08445,1.08452,1.08434,1.08434,104.04
31.03.2025 03:41:00.000 GMT+0200,1.08433,1.08440,1.08433,1.08440,33.87
31.03.2025 03:42:00.000 GMT+0200,1.08435,1.08439,1.08433,1.08433,49.14
31.03.2025 03:43:00.000 GMT+0200,1.08433,1.08434,1.08421,1.08422,113.13
31.03.2025 03:44:00.000 GMT+0200,1.08423,1.08425,1.08422,1.08425,80.73
31.03.2025 03:45:00.000 GMT+0200,1.08426,1.08432,1.08414,1.08415,171.75
31.03.2025 03:46:00.000 GMT+0200,1.08413,1.08427,1.08403,1.08422,144.09
31.03.2025 03:47:00.000 GMT+0200,1.08422,1.08422,1.08394,1.08395,160.2
31.03.2025 03:48:00.000 GMT+0200,1.08394,1.08395,1.08375,1.08378,180.18
31.03.2025 03:49:00.000 GMT+0200,1.08377,1.08377,1.08363,1.08373,258.39
31.03.2025 03:50:00.000 GMT+0200,1.08375,1.08376,1.08359,1.08359,174.51
31.03.2025 03:51:00.000 GMT+0200,1.08361,1.08362,1.08355,1.08358,307.35
31.03.2025 03:52:00.000 GMT+0200,1.08356,1.08361,1.08337,1.08347,409.05
31.03.2025 03:53:00.000 GMT+0200,1.08345,1.08347,1.08334,1.08334,238.29
31.03.2025 03:54:00.000 GMT+0200,1.08334,1.08341,1.08331,1.08332,141.51
31.03.2025 03:55:00.000 GMT+0200,1.08333,1.08342,1.08322,1.08325,145.86
31.03.2025 03:56:00.000 GMT+0200,1.08325,1.08328,1.08310,1.08316,204.69
31.03.2025 03:57:00.000 GMT+0200,1.08315,1.08321,1.08310,1.08318,151.5
31.03.2025 03:58:00.000 GMT+0200,1.08318,1.08341,1.08318,1.08332,156.51
31.03.2025 03:59:00.000 GMT+0200,1.08331,1.08331,1.08318,1.08324,129.81
31.03.2025 04:00:00.000 GMT+0200,1.08323,1.08324,1.08310,1.08314,76.53
31.03.2025 04:01:00.000 GMT+0200,1.08314,1.08319,1.08305,1.08311,108.85
31.03.2025 04:02:00.000 GMT+0200,1.08311,1.08331,1.08311,1.08323,96.09
31.03.2025 04:03:00.000 GMT+0200,1.08322,1.08322,1.08302,1.08303,76.08
31.03.2025 04:04:00.000 GMT+0200,1.08303,1.08308,1.08297,1.08308,24.46
31.03.2025 04:05:00.000 GMT+0200,1.08306,1.08310,1.08299,1.08302,80.37
31.03.2025 04:06:00.000 GMT+0200,1.08303,1.08303,1.08289,1.08293,60.3
31.03.2025 04:07:00.000 GMT+0200,1.08292,1.08315,1.08288,1.08311,171.75
31.03.2025 04:08:00.000 GMT+0200,1.08312,1.08314,1.08307,1.08309,85.95
31.03.2025 04:09:00.000 GMT+0200,1.08310,1.08311,1.08298,1.08301,91.47
31.03.2025 04:10:00.000 GMT+0200,1.08300,1.08314,1.08297,1.08309,47.52
31.03.2025 04:11:00.000 GMT+0200,1.08309,1.08330,1.08309,1.08328,45.48
31.03.2025 04:12:00.000 GMT+0200,1.08325,1.08335,1.08322,1.08334,58.14
31.03.2025 04:13:00.000 GMT+0200,1.08338,1.08340,1.08328,1.08328,56.43
31.03.2025 04:14:00.000 GMT+0200,1.08328,1.08330,1.08319,1.08328,66.6
31.03.2025 04:15:00.000 GMT+0200,1.08326,1.08331,1.08323,1.08331,84.06
31.03.2025 04:16:00.000 GMT+0200,1.08331,1.08331,1.08310,1.08324,104.76
31.03.2025 04:17:00.000 GMT+0200,1.08323,1.08338,1.08323,1.08338,64.89
31.03.2025 04:18:00.000 GMT+0200,1.08339,1.08352,1.08339,1.08351,66.6
31.03.2025 04:19:00.000 GMT+0200,1.08350,1.08370,1.08350,1.08365,139.14
31.03.2025 04:20:00.000 GMT+0200,1.08368,1.08387,1.08366,1.08383,128.88
31.03.2025 04:21:00.000 GMT+0200,1.08384,1.08384,1.08378,1.08379,42.51
31.03.2025 04:22:00.000 GMT+0200,1.08379,1.08385,1.08379,1.08384,34.38
31.03.2025 04:23:00.000 GMT+0200,1.08381,1.08383,1.08379,1.08379,34.2
31.03.2025 04:24:00.000 GMT+0200,1.08378,1.08378,1.08352,1.08352,69.3
31.03.2025 04:25:00.000 GMT+0200,1.08353,1.08368,1.08344,1.08367,143.58
31.03.2025 04:26:00.000 GMT+0200,1.08365,1.08383,1.08365,1.08380,123.66
31.03.2025 04:27:00.000 GMT+0200,1.08382,1.08398,1.08377,1.08398,76.77
31.03.2025 04:28:00.000 GMT+0200,1.08399,1.08430,1.08397,1.08430,161.31
31.03.2025 04:29:00.000 GMT+0200,1.08427,1.08433,1.08407,1.08416,108.13
31.03.2025 04:30:00.000 GMT+0200,1.08415,1.08441,1.08415,1.08441,83.34
31.03.2025 04:31:00.000 GMT+0200,1.08440,1.08448,1.08421,1.08447,107.07
31.03.2025 04:32:00.000 GMT+0200,1.08446,1.08446,1.08438,1.08445,86.37
31.03.2025 04:33:00.000 GMT+0200,1.08446,1.08447,1.08438,1.08438,67.65
31.03.2025 04:34:00.000 GMT+0200,1.08440,1.08447,1.08440,1.08442,48.72
31.03.2025 04:35:00.000 GMT+0200,1.08443,1.08448,1.08439,1.08447,24.9
31.03.2025 04:36:00.000 GMT+0200,1.08446,1.08446,1.08432,1.08434,34.56
31.03.2025 04:37:00.000 GMT+0200,1.08433,1.08437,1.08432,1.08435,51
31.03.2025 04:38:00.000 GMT+0200,1.08435,1.08438,1.08429,1.08431,19.35
31.03.2025 04:39:00.000 GMT+0200,1.08430,1.08434,1.08427,1.08429,27.06
31.03.2025 04:40:00.000 GMT+0200,1.08430,1.08434,1.08413,1.08414,72.06
31.03.2025 04:41:00.000 GMT+0200,1.08414,1.08415,1.08409,1.08412,50.4
31.03.2025 04:42:00.000 GMT+0200,1.08411,1.08443,1.08410,1.08443,116.19
31.03.2025 04:43:00.000 GMT+0200,1.08442,1.08450,1.08442,1.08449,88.2
31.03.2025 04:44:00.000 GMT+0200,1.08449,1.08454,1.08443,1.08453,21.66
31.03.2025 04:45:00.000 GMT+0200,1.08454,1.08458,1.08447,1.08453,51
31.03.2025 04:46:00.000 GMT+0200,1.08452,1.08452,1.08431,1.08432,45.15
31.03.2025 04:47:00.000 GMT+0200,1.08431,1.08433,1.08416,1.08418,44.61
31.03.2025 04:48:00.000 GMT+0200,1.08418,1.08421,1.08414,1.08419,36.69
31.03.2025 04:49:00.000 GMT+0200,1.08418,1.08421,1.08411,1.08420,62.58
31.03.2025 04:50:00.000 GMT+0200,1.08421,1.08426,1.08418,1.08426,55.17
31.03.2025 04:51:00.000 GMT+0200,1.08424,1.08435,1.08423,1.08431,45.18
31.03.2025 04:52:00.000 GMT+0200,1.08431,1.08432,1.08429,1.08429,15.3
31.03.2025 04:53:00.000 GMT+0200,1.08427,1.08429,1.08421,1.08425,60.84
31.03.2025 04:54:00.000 GMT+0200,1.08424,1.08424,1.08416,1.08418,72.9
31.03.2025 04:55:00.000 GMT+0200,1.08417,1.08420,1.08413,1.08416,66.15
31.03.2025 04:56:00.000 GMT+0200,1.08416,1.08419,1.08409,1.08409,38.94
31.03.2025 04:57:00.000 GMT+0200,1.08411,1.08414,1.08411,1.08412,19.5
31.03.2025 04:58:00.000 GMT+0200,1.08411,1.08411,1.08399,1.08399,49.5
31.03.2025 04:59:00.000 GMT+0200,1.08400,1.08406,1.08399,1.08404,73.8
31.03.2025 05:00:00.000 GMT+0200,1.08404,1.08406,1.08398,1.08401,59.85
31.03.2025 05:01:00.000 GMT+0200,1.08401,1.08402,1.08393,1.08399,68.85
31.03.2025 05:02:00.000 GMT+0200,1.08399,1.08414,1.08398,1.08404,92.28
31.03.2025 05:03:00.000 GMT+0200,1.08404,1.08406,1.08376,1.08384,206.73
31.03.2025 05:04:00.000 GMT+0200,1.08387,1.08387,1.08380,1.08381,425.28
31.03.2025 05:05:00.000 GMT+0200,1.08379,1.08384,1.08376,1.08376,65.37
31.03.2025 05:06:00.000 GMT+0200,1.08376,1.08390,1.08375,1.08382,123.33
31.03.2025 05:07:00.000 GMT+0200,1.08382,1.08389,1.08374,1.08380,80.76
31.03.2025 05:08:00.000 GMT+0200,1.08380,1.08387,1.08371,1.08371,57.6
31.03.2025 05:09:00.000 GMT+0200,1.08371,1.08388,1.08371,1.08387,69.72
31.03.2025 05:10:00.000 GMT+0200,1.08389,1.08392,1.08377,1.08380,89.91
31.03.2025 05:11:00.000 GMT+0200,1.08380,1.08380,1.08371,1.08372,49.14
31.03.2025 05:12:00.000 GMT+0200,1.08372,1.08375,1.08362,1.08362,133.2
31.03.2025 05:13:00.000 GMT+0200,1.08363,1.08367,1.08360,1.08364,167.64
31.03.2025 05:14:00.000 GMT+0200,1.08363,1.08366,1.08353,1.08359,280.38
31.03.2025 05:15:00.000 GMT+0200,1.08356,1.08361,1.08354,1.08357,115.41
31.03.2025 05:16:00.000 GMT+0200,1.08356,1.08366,1.08355,1.08363,43.59
31.03.2025 05:17:00.000 GMT+0200,1.08363,1.08370,1.08359,1.08368,29.01
31.03.2025 05:18:00.000 GMT+0200,1.08369,1.08372,1.08362,1.08371,30.39
31.03.2025 05:19:00.000 GMT+0200,1.08370,1.08370,1.08360,1.08360,27
31.03.2025 05:20:00.000 GMT+0200,1.08359,1.08362,1.08357,1.08357,49.95
31.03.2025 05:21:00.000 GMT+0200,1.08356,1.08356,1.08347,1.08347,70.2
31.03.2025 05:22:00.000 GMT+0200,1.08348,1.08356,1.08347,1.08354,30.3
31.03.2025 05:23:00.000 GMT+0200,1.08354,1.08356,1.08351,1.08354,53.97
31.03.2025 05:24:00.000 GMT+0200,1.08354,1.08355,1.08347,1.08348,84.69
31.03.2025 05:25:00.000 GMT+0200,1.08349,1.08355,1.08347,1.08353,51
31.03.2025 05:26:00.000 GMT+0200,1.08353,1.08370,1.08350,1.08367,115.95
31.03.2025 05:27:00.000 GMT+0200,1.08368,1.08373,1.08363,1.08371,70.62
31.03.2025 05:28:00.000 GMT+0200,1.08371,1.08376,1.08369,1.08371,153.45
31.03.2025 05:29:00.000 GMT+0200,1.08371,1.08373,1.08365,1.08367,95.79
31.03.2025 05:30:00.000 GMT+0200,1.08366,1.08367,1.08355,1.08355,134.1
31.03.2025 05:31:00.000 GMT+0200,1.08356,1.08356,1.08350,1.08352,35.1
31.03.2025 05:32:00.000 GMT+0200,1.08351,1.08362,1.08351,1.08357,67.98
31.03.2025 05:33:00.000 GMT+0200,1.08357,1.08360,1.08341,1.08343,67.05
31.03.2025 05:34:00.000 GMT+0200,1.08342,1.08345,1.08340,1.08344,20.25
31.03.2025 05:35:00.000 GMT+0200,1.08343,1.08357,1.08338,1.08357,38.94
31.03.2025 05:36:00.000 GMT+0200,1.08360,1.08360,1.08356,1.08357,71.19
31.03.2025 05:37:00.000 GMT+0200,1.08357,1.08358,1.08350,1.08351,46.8
31.03.2025 05:38:00.000 GMT+0200,1.08352,1.08363,1.08352,1.08363,23.7
31.03.2025 05:39:00.000 GMT+0200,1.08362,1.08374,1.08361,1.08373,66.54
31.03.2025 05:40:00.000 GMT+0200,1.08376,1.08376,1.08360,1.08365,68.95
31.03.2025 05:41:00.000 GMT+0200,1.08366,1.08369,1.08360,1.08369,54.9
31.03.2025 05:42:00.000 GMT+0200,1.08371,1.08371,1.08366,1.08366,39.6
31.03.2025 05:43:00.000 GMT+0200,1.08366,1.08369,1.08363,1.08365,30.99
31.03.2025 05:44:00.000 GMT+0200,1.08365,1.08365,1.08351,1.08351,21.6
31.03.2025 05:45:00.000 GMT+0200,1.08350,1.08355,1.08347,1.08355,49.02
31.03.2025 05:46:00.000 GMT+0200,1.08354,1.08358,1.08349,1.08355,18.87
31.03.2025 05:47:00.000 GMT+0200,1.08354,1.08359,1.08351,1.08357,47.64
31.03.2025 05:48:00.000 GMT+0200,1.08356,1.08358,1.08350,1.08350,32.34
31.03.2025 05:49:00.000 GMT+0200,1.08349,1.08355,1.08349,1.08352,26.55
31.03.2025 05:50:00.000 GMT+0200,1.08351,1.08351,1.08338,1.08338,31.95
31.03.2025 05:51:00.000 GMT+0200,1.08337,1.08341,1.08327,1.08336,114.15
31.03.2025 05:52:00.000 GMT+0200,1.08336,1.08340,1.08331,1.08337,170.31
